ID,Year of Voyage,Vessel Flag,Vessel Name,Name of master or author,Original Port,Places Visited,Items Traded,Archival location of ship log,Source ,Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1847,USA,Pilgrim,Pettis,Somerset,Johanna,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471207.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1850,USA,Pilot,White,New Bedford,Zanzibar,,http://library.mysticseaport.org/Images/wsl/18500430.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1841,USA,Pioneer,,New Bedford,Maritius,whaling,,NARA reel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1848,USA,Pioneer,Hathaway,New Bedford,Bally?,whaling,,images.mysticseaport.org/images/.mysticseaport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1855,USA,Pioneer,Lambert,New Bedford,"Maritius, Nosy Be",whaling,,http://images.mysticseaport.org/images/wsl/18571229.pdfhttp://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18551127.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1854,USA,Platena/Platina,Allen,"Westport, MA","Zanzibar, Johanna, Dalyrmple Bay",whaling,,NBWM 14; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18541226.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1836,USA,Portland,Nathan H. Cook,Newburg,Saint Auguastine Bay,whaler,"NBWM 411, Bridgehampton Historical Society, Bridgehampton, New York; Franklin Delano Roosevelt Library, Hyde Park, New York ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1838,USA,Portland,Cook,New Berg,,,,NBWM ODHS 880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1848,USA,Potomac,Bates,Salem,"Nosy Be, Majunga, Zanzibar",,PE Log 607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1853,USA,Powhatten,,,"Maritius, Madagascar",steamer,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18530823.pdf,to avenge the Queen of the West murders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1857,USA,President,Allen,New Bedford,Johanna,whaler,,http://images.mysticseaport.org/images/wsl/18571027.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1802,USA/Spanish,Prince,William P. White,Boston,"Maritius, Rio de la Plata",Indian Goods,,NEM: 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1845,Swedish,Prince Charles,,,"Mozambique, Majunga, Zanziibar",,,NEM 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1802,USA,Providence,Taylor,Philadelphia,"Maritius, Batavia",,,NEM:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1852,USA,Queen of the West,Joseph T Welden,Dartmouth,Antakarana,,,"NEM 495, Decary","pirate attack?  all murdered; according to decary, only a few of the crew killed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1833,USA,Quill,King,Salem,"Majunga, Zanzibar, Mombasa",specie and arms,"PE Log 341, PE 364?",NEM 155; Edmund Roberts LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1835,USA,Quill,,Salem,Madagascar,,PEM,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1840,GBR,Quinten Gray,Leigh,London,Majunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1836,,Rajah,,,Saint Auguastine Bay,whaling,,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1845,GBR,Rappid,Dawns,Liverpool,Zanzibar,,,NEM 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1851,FRA?,Rasquard,,,Nosy Be,,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520615.pdf,picked up survivors of the JuniUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1838,USA,Rattler,Edward Brown,Salem,"Cape, Majunga, Zanzibar",,PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1841,USA,Rattler,F. Brown,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1842,USA,Rattler,J. Lambert,Salem,Majunga,,,"NEM 243; History of Essex County, 85",carried Ebenezer Tibbits to conduct trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1845,USA ,Rattler,,,"Muscat, Zanzibar",,,NEM 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1824,USA,Reaper,"Robert BrookhoUSAe, JR",Salem,Majunga,,,"Essex county, 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1835,USA,Reaper,Worth,Salem,"Johanna, Zanzibar, Madagascar",whaler,PE 973,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1836,USA,Reaper,,,Saint Auguastine Bay,whaling,,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1837,USA,Reaper,Benjamin Neal,Salem,"Passindava, Nosy Be, Fort Dauphin",whaler,PE 973,NEM 185,"whaling, need dollars to buy food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1836,GBR,Reliance,,,Saint Auguastine Bay,whaling,,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1805,USA,Reward,John Williams Jr,Salem,"Maritius, Seychelles",trading,NBWM 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1844,USA,Rhine,Downes,Edgar Town,Nosy Be,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18450401.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1845,Hamburg,Ricciola,,,"Aden, Zanzibar",,,NEM 269,looking for cowries for West Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1790,USA,Richard and Edward,George Crowninshield,Salem,Maritius,,,"History of Essex County, pg 82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1835,USA,Richmond,James Emmerton,Salem,"Quilimane, Majunga, Zanzbiar, Majunga",,PE 365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1837,USA,Richmond,,,Majunga,,John Study Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1838,USA,Richmond,William B Bates,Salem,"Delago, Mozambique, Madagascar, Zanzibar, Lamu, Brava",,PE 402 and Log 440,NEM 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1840,USA,Richmond,William B. Bates,Salem,"Zanzibar, Majunga",,PE Log 469,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1841,USA,Richmond,William B Bates,Salem,"Delagoa Bay, Quilamane, Majunga, Mozambique, Zanzibar",,PE Log 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1842,USA,Richmond,William B Bates,Salem,,,PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1843,USA,Richmond,Bates,Salem,"Majunga, Zanzibar",,"PE Log 530, Log 528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1843,USA,Richmond,William B Bates,Salem,"Delagoa Bay, Quilamane, Majunga, Mozambique, Zanzibar",,PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1845,USA,Richmond,William B. Bates,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1851,USA,Richmond,Henry M. Bonney/ Peckins,New Bedford,"Johanna, Madagascar, Zanzibar",whaling,New Bedford whaling library - in catalog,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18531018.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520705.pdf,"capt got sick and left the ship at Johanna, due to desertions, Peckins had to return after being at MauritiUSA in 1853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1835,GBR,Rio packet,,,Madagascar,,John Studdy Leigh - Majunga in 1836 - same ship?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1839,GBR,Rio Packet,,London,Zanzibar,,,NEM 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1868,USA,Robert Morrison,Henry A. Slocum,New Bedford,"Madagascar, Seychelles",whaling,New Bedford mUSAeum library - in catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1837,USA,Rolla,Waters,Salem,Majunga,,"PE Pingree papers -Box 98, folder 2",PE catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1838,USA,Rolla,J. Waters,Salem,"Zanzibar, Majunga",,"PE Pingree papers -Box 98, folder 3; Box 141 (OS) 3",NEM 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1839,USA,Rolla,Ingalls,Salem,"Mozambique, Majunga, Zanzibar, Majunga, Salem",,PE Log 439,"RH 4:1, David Pingree; NEM 210","""Arabs and Sakalavas at war""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1840,USA,Rolla,Joseph Ingalls,Salem,"Mozambique, Madagascar, Zanzibar",,PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1841,USA,Rolla,A. S. Perkins,Salem,Zanzibar,,,"NEM 214, RW 1: 4; History of Essex County, 85; RW 1, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1842,USA,Rolla,AugUSAtine Perkins,Salem,"Zanzibar, Majunga",,"PE Pingree papers -Box 98, folder 4",NEM 215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1844,USA,Rolla,,Salem,Madagascar,,,"RW, 1:4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1837,USA,Roman,Bartlett,New Bedford,"Maritius, Saint Auguastine Bay",whaling,,"NARA reel 1, NBWM ODHS 364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1846,USA,Rosalie,Mosher,Warren,Anjouan,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18470302.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1838,USA,Roscoe,Robert Brown?,New Bedford,Saint Auguastine Bay,whaling,NBWM 879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1841,USA,Roscoe,,New Bedford,Maritius,whaling,,NARA reel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1843,USA,Roscoe,Bourne,New Bedford,Saint Auguastine Bay,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18430801.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1847,USA,Roscoe,Tobey,New Bedford,"Maritius, Anjouan",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471207.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1857,USA,Roscoe,Mendel,New Bedford,"Auguastine Bay, Maritius",whaling,,http://images.mysticseaport.org/images/wsl/18580803.pdf; http://images.mysticseaport.org/images/wsl/18571229.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1795,USA,Rose,John Felt,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1841,USA,Rowena,John Shirley,,"Zanzibar, Madagascar",,,"NEM 214, RW 1:1, 5, 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1790,USA,Ruby,,Salem,Maritius,,"Carpenter, Journal, Peabody Essex","Bean, Yankee India, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1833,USA,Rupee,Webster,Boston,"Johanna, East Africa, Bombay",mUSAkets and specie,PE log 318,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1869,USA,Sachem,Bertram,Salem,Zanzibar,,"Putnam, 72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1851,USA,Said Bin Sultan,Mosely,Salem,"Madagascar, Zanzibar, Bombay, Muscat, Nosy Be",,PE Log 652 and 1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1853,USA,Said Bin Sultan,Mosely,Salem,"Zanzibar, Madagascar, Aden, Muscat",,PE Log 684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1857,USA,Said Bin Sultan,,,"Madagascar, Zanzibar",,PE Log 741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1831,USA,Sally Ann,George Wetcher,,Saint Auguastine Bay,whaling,NBWM ODHS 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,1834,USA,Sally Ann,Cold,New Bedford,Saint Auguastine Bay,whaling,,NBWM 1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1837,USA,Sally Ann,Henry Cold,New Bedford,Maritius,whaling,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1843,USA,Sally Ann,Borden,New Bedford,Saint Auguastine Bay,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18430905.pdf; Fugitive slave thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1828,USA,Sally Ann?,,,Saint Auguastine Bay,whaling,NBWM ODHS 1159 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1843,USA,Samson,James Brown,,Madagascar,,,"RW 1,2","letter in AugUSAt attesting to fire in Majunga, loss of merchandise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1857,USA,Samuel Robertson,Babcock,Fairhaven,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18570707.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1833,GBR,Sandwich,,,"Kilwa, Zanzibar",,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1834,GBR,Sandwich,,London,"Lamu, Zanzibar",,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1835,GBR,Sandwich,,London,"Lamu, Zanzibar",,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1837,GBR,Sandwich,Hunt,London,"Zanzibar, Bombay, Zanzibar",,,NEM 202,owned by Newman Hunt and Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1838,GBR,Sandwich,,,Zanzibar,,,NEM 208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1834,USA,Sarah,William Bates,Salem,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1870,USA,Sea Fox,Samuel Braly,New Bedford,Passandava Bay,whaling,NBWM 182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1822,USA,Seaman,James Emmerton,Salem,Madagascar,,PE Log 188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1838,USA,Selona,Howland,New Bedford,"Madagascar, Maritius",whaling,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1851,USA,Sesquehanna,,,Zanzibar,,,NEM 484,naval ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1829,USA,Shawmut,Emmerton,Salem,Majunga,,,PE Log 268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1830,USA,Shawmut,Emmerton,Salem,Majunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1831,USA,Shawmut,Emmerton,Salem,Madagascar,,PE Log 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1834,USA,Shephardess,Ward,Salem,"Singapore, Zanzibar",,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1836,USA,Shylock,,Rochester,Saint Auguastine Bay,whaling,NBWM 947,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1878,USA,Sicilian,William Savory,New York,Tamatave,,,"Putnam, 94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1846,USA,Simon,Smith,New Bedford,Johanna,whaling,,NBWM 259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1853,USA,Smyrna,George Bliss,New Bedford,Madagascar,whaling,New Bedford whaling mUSAeum - in catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,1856,USA,Smyrna,Bliss,New Bedford,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18561209.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1834,ESP,Socorro,Peoli,Havanna,"Calcutta, Zanzibar",,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1849,USA,Sophronia,B. R. Peabody,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1850,USA,Sophronia,A. Emmerton,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1836,USA,South Carolina,William W. Taylor,Dartmouth,Saint Auguastine Bay,whaling,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1836,USA,South Carolina,William B Perry,Dartmouth,Saint Auguastine Bay,whaler,New Bedford Whaling MUSAeum,NBWM ODHS 373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1826,USA,Spy,Andrew Ward,Salem,Majunga,"ivroy, tortoise shell, dates, mats",PE Log 1982,"Northway, 124, 150-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1828,USA,Spy,Ward,Salem,"Majunga, Mozambique",,,"NEM 151-2, Northway, 151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1847,USA,St. Peter,Simmons,New Bedford,Zanzibar,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471005.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1851,USA,St. Peter,Almy,New Bedford,"Zanzibar, Johanna",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520803.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18511118.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1858,USA,Stafford,Bosmer,New Bedford,"Johanna, Saint Auguastine Bay",whaling,,http://images.mysticseaport.org/images/wsl/18580831.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1838,USA,Star,Connant,Salem,"Zanzibar, Majunga",,"PE 421, Log 1985; see also John Studdy Leigh",NEM 209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1839,USA,Star,E. Brown,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1842,USA,Star,W. B. Smith,Salem,"Zanzibar, Maritius",,,"History of Essex County, 85, NEM 215, NARA reel 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1844,USA,Star,William B Smith,Salem,"Madagascar, Zanzibar, Ibo, Brava",,PE Log 1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1846,USA,Star,W. B. Smith,Salem,Zanzibar,,,"History of Essex County, 85; PE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1847,USA,Star,McFarland,Salem,"Mozambique, Madagascar, Zanzibar, Mayotte",,PE Log 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1849,USA,Star,William McFarland,Salem,"Madagascar, Zanzibar",,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1836,USA,Stephania,Hattaway,New Bedford,Maritius,whaling,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,1856,USA,Storm King,,Salem,"Madagascar, Zanzibar, Aden, Muscat",,PE Log 728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,1861,USA,Storm King,,,"Majunga, Nosy Be, Tamatave, Zanzibar",,PE Log 3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1862,USA,Storm King,,,"Majunga, Nosy Be, Zanzibar",,PE Log 785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1808,USA,SGBRey,"Henry Prince, JR.",Salem,Maritius,,,"History of Essex County, 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1840,Zanzibar,Sultana,,Zanzibar,New York,,,NEM 214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1838,USA,Surcasa,,New Bedford,"Madagascar, Maritius",whaling,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1826,USA,SUSAan,Stephen Burchmore,Salem,Majunga,,,"Essex county, 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1828,USA,SUSAan,Burchmore,Salem,"Sofala, Quilimane, Majunga, Zanzibar, Lamu","gum copal, ivory, shells, wood, cloves; hides, ivory and frankincense from Madagascar",PE 3055 (OS),"Northway, 151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1848,USA,SUSAan,,,Anjouan,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18481121.pdf,"sailor died on board of ""African fever""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1839,GBR?,Swallow,,,Majunga,,John Study Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1828,USA,Talent,James Barr Jr,Duxbury,Majunga,beef,PE Log 2017,NEM 151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1839,USA,Taptee,Cogan,,Zanzibar,,,NEM 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1870,USA,Taria Topan,William Hathorne,Salem,Zanzibar,,,Putnam 106-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1871,USA,Taria Topan,William Hathorne,Salem,Zanzibar,,,"Putnam, 107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1872,USA,Taria Topan,William Hathorne,Boston,Zanzibar,,,"Putnam, 108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1872,USA,Taria Topan,William Hathorne,Boston,"Aden, Muscat, Zanzibar",,,"Putnam, 74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1873,USA,Taria Topan,William Hathorne,Boston,"Maritius, Aden, Muscat",,,"Putnam, 108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1874,USA,Taria Topan,William Hathorne,Boston,"Zanzibar, Aden, Muscat  ",,,"Putnam, 108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1875,USA,Taria Topan,William Beadle,Boston,"Zanzibar, Aden, Muscat  ",,,"Putnam, 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1876,USA,Taria Topan,Nathan Batchelder,Boston,"Tamatave, Muscat",,,"Putnam, 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1876,USA,Taria Topan,William Beadle,Boston,Zanzibar,,,"Putnam, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1877,USA,Taria Topan,Nathan Batchelder,Boston,"Zanzibar, Aden, Muscat",,,"Putnam, 110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1878,USA,Taria Topan,Nathan Batchelder,Boston,"Zanzibar, Aden, Muscat",,,"Putnam, 110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1879,USA,Taria Topan,Nathan Batchelder,Boston,"Zanzibar, Aden, Muscat",,,"Putnam, 111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1880,USA,Taria Topan,Nathan Batchelder,Boston,"Tamatave, Zanzibar, Aden, ""Madagascar""",,,"Putnam, 111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1881,USA,Taria Topan,Nathan Batchelder,Boston,"Tamatave, Zanzibar, Majunga",,,"Putnam, 111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1882,USA,Taria Topan,Nathan Batchelder,Boston,"Tamatave, Zanzibar, Majunga",,,"Putnam, 111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1883,USA,Taria Topan,Nathan Batchelder,Boston,"Tamatave, Zanzibar, Majunga, Zanzibar",,,"Putnam, 111-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1884,USA,Taria Topan,Nathan Batchelder,New York,"Zanzibar, Muscat",,,"Putnam, 112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,1885,USA,Taria Topan,Edward Trumbull,Boston,"Muscat, Nosy Be, Tamatave",,,"Putnam, 112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1885,USA,Taria Topan,Edward Trumbull,Boston,"Vatomandry, Tamatave, Mahanoro, Muscat, Zanzibar, Nosy Be",,,"Putnam, 113",forced away from Vatomandry bc of blockade by FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1886,USA,Taria Topan,Edward Trumbull,Boston,"Zanzibar, Nosy Be, Majunga",,,"Putnam, 113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1887,USA,Taria Topan,Edward Trumbull,Boston,"Zanzibar, Tamatave, Maritius",,,"Putnam, 113-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1888,USA,Taria Topan,Edward Trumbull,Boston,"Tamatave, Zanzibar, Nosy Be, Majunga",,,"Putnam, 115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
